item_code,quantity,price,position_name,link_image
G99-248,7,160.00,Amortyzator Tashiko przód prawy Jeep Compass 4WD 2018-- G99-248 22-283771,https://a.allegroimg.com/original/11b41c/d0e4ed5b48baa632c374a346c4ac|https://a.allegroimg.com/original/11e1d9/f9445283408a8abdd4d536237d30|https://a.allegroimg.com/original/11ed8b/5db68ee0415ab4f9694894535a95
G99-209,8,135.00,Amortyzator Tashiko przód lewy Chevrolet Aveo T300 2011-- 3330040,https://a.allegroimg.com/original/16ae10/abe458dc45c686c9fbecb6856e3d|https://a.allegroimg.com/original/16a4c2/9dd552964de3822a67480cbf0f93|https://a.allegroimg.com/original/16a38f/4cbd70c94334b59513760e7662d1
G99-208,8,135.00,Amortyzator Tashiko przód prawy Chevrolet Aveo T300 2011-- 3330039,https://a.allegroimg.com/original/16cd84/d39e4d4b4102a25fb5f1ad7fcf36|https://a.allegroimg.com/original/16bff8/41b6421d4b91981323f8ca6e6e13|https://a.allegroimg.com/original/16738b/800c538f45f784d8d0e6ccd93358
G88-213,10,90.00,Amortyzator Tashiko tył Nissan Pathfinder 2005-- G88-213 345056,https://a.allegroimg.com/original/168769/39d5969a4939b95b4799ef6902ab|https://a.allegroimg.com/original/161196/5f7e2e0d4b1ebc7b0e6fca326dc5|https://a.allegroimg.com/original/16a81c/e036b27541f485a1b1a709188d2b|https://a.allegroimg.com/original/11896d/4c3785e24b7f9abe6c2b855cb19b|https://a.allegroimg.com/original/119bdd/e40b985a49f5bc9c052348d27f2b|https://a.allegroimg.com/original/11d87e/35d77a264d61a688a0d98dfed60f
G88-212,4,109.00,"Amortyzator Tashiko przód Nissan Cab, King Cab, NP300, Navara, Pathfinder",https://a.allegroimg.com/original/11ab49/1b6316bd4239b7439875cded9567|https://a.allegroimg.com/original/11e6b5/2ce17d4241dd9dd0e58c5a9ee1d6|https://a.allegroimg.com/original/1198ad/dcb9b25b4a3a9ccf51e131504759
G88-183,6,86.00,Amortyzator Tashiko tył Dodge Caliber 2006-- G88-183 340076,https://a.allegroimg.com/original/168c75/5e639e3645659cf302b06603293c|https://a.allegroimg.com/original/164a3e/db4e8d6a4a9780cb2169225159ad|https://a.allegroimg.com/original/167dfc/0473bdc24e9cbe344300a6a50fa0
G99-207,6,128.00,Amortyzator Tashiko przód lewy Chevrolet Spark 2010-- 3330080,https://a.allegroimg.com/original/16fe23/fed162f4456e8b93187cd53b24ed|https://a.allegroimg.com/original/169204/8f35594143f4a42f51313132cd83|https://a.allegroimg.com/original/1605ab/13e65a99428a991e904908978e07
G88-163,6,115.00,Amortyzator Tashiko przód lewy Toyota Crown 2004-- G88-163 551129,https://a.allegroimg.com/original/11e4b1/71dc5f894a84a271d76529d9bcb5|https://a.allegroimg.com/original/117f47/f504246a41d89b5e16bd6dac071f|https://a.allegroimg.com/original/112527/72534feb473283b3ae90a704cc40
G88-162,6,115.00,Amortyzator Tashiko przód prawy Toyota Crown 2004-- G88-162 551128,https://a.allegroimg.com/original/119410/10b270a34e36949907ada72dc83c|https://a.allegroimg.com/original/16e546/172730e24936a9d1a72cbb10b232|https://a.allegroimg.com/original/169786/f5fde5d448278fae7255d5ac034d
G43-280,9,75.00,"Amortyzator Tashiko tył Audi A2; VW Golf, Jetta,Beetle;Skoda Octavia, Fabia",https://a.allegroimg.com/original/16614d/dd6f9b404ddfa04f0ab6e90da2ef|https://a.allegroimg.com/original/16ce67/2dacc77e423eb92333dc3dd7cee6|https://a.allegroimg.com/original/162815/d167093f4e2fafbe14f61c43a912|https://a.allegroimg.com/original/166064/2a87bc02494db0b13a693a27531a
G34-034,3,150.00,Amortyzator Tashiko przód prawy Mazda 626 GD 1987-1997 334034,https://a.allegroimg.com/original/11885d/eb793b7947e0a86976f867cb1a5f|https://a.allegroimg.com/original/1153a0/e6ace98b41c5b49dcb7df32e2d84|https://a.allegroimg.com/original/1109ab/640738904d3f81a6a69730daef7d
G34-030,8,150.00,"Amortyzator Tashiko przód Mitsubishi Galant, Eclipse 1987-1992 334030",https://a.allegroimg.com/original/16a99c/86a051344ee69695c7b4745f305d|https://a.allegroimg.com/original/16203a/9ab17e1941ddbdafcbe139b0dd1b|https://a.allegroimg.com/original/162d8f/441e8cab4c25b19c26e8f120e6d6
G88-095,6,145.00,Amortyzator Tashiko przód prawy Ford B-Max Tourneo Courier 2012-23 3348032,https://a.allegroimg.com/original/117160/3e3642434905a29a4f7ebd14b4ab|https://a.allegroimg.com/original/110c0c/6e6f83144ea4b0648ecd81fe73ae|https://a.allegroimg.com/original/11b023/272d0b3e4bb6883edf283856215f
G44-260,10,73.00,Amortyzator Tashiko tył Toyota Hi Ace 1995-2012 344260,https://a.allegroimg.com/original/1638b5/8012b22942b094c6f6816c8c4675|https://a.allegroimg.com/original/1649cf/cb77827e485292098103e810e346|https://a.allegroimg.com/original/165783/c83863f4445cafa5437fecabe5b2|https://a.allegroimg.com/original/16e45c/52f02a4b4bb5961784bc84cc2e58
G88-094,6,145.00,Amortyzator Tashiko przód lewy Ford B-Max Tourneo Courier 2012-2023 3348033,https://a.allegroimg.com/original/11a84a/6f9fad2746009fa792118bd445ae|https://a.allegroimg.com/original/114acc/d38b3f7e430a84e6f428904ade5a|https://a.allegroimg.com/original/1185bf/5b82119444888e34821942b61c7c
G88-096,10,92.00,Amortyzator Tashiko tył Audi A4 2003-2008; Seat Exeo 2009-2013 344807,https://a.allegroimg.com/original/111312/26425f8843c9b5994d2088816581|https://a.allegroimg.com/original/111632/b5e7cca442679155133c7ffd221b|https://a.allegroimg.com/original/11f573/f972d9ba4642b71ef2894f42b98e
G88-178 ,10,76.00,Amortyzator Tashiko tył Mercedes Sprinter 906: Volkswagen Crafter 314606,https://a.allegroimg.com/original/110941/0245b2be4c6f89526e0a69c74f94|https://a.allegroimg.com/original/116e93/70054d664d2baeceeecc6e87a6a2|https://a.allegroimg.com/original/11ac9b/54eca84e40ed94f68bd05211beac
G88-097,10,90.00,Amortyzator Tashiko tył Toyota Avensis T27 2008-2018 349248,https://a.allegroimg.com/original/1158c1/3970d53a4fc19e89e1333d37d9e7|https://a.allegroimg.com/original/110c18/a6dd705944148992ec2900bf5a22|https://a.allegroimg.com/original/1132c6/f2974c4c477896a8baa5ccd803ab
G88-099,4,91.00,"Amortyzator Tashiko przód Dacia Logan II, Logan MCV II,Sandero II 338759",https://a.allegroimg.com/original/11aa76/31bb3d8c458599cc7232fe6f5835|https://a.allegroimg.com/original/11900e/38d45b034ddaaac6d85b9c9fd349|https://a.allegroimg.com/original/118ea2/88e1c1524a9dbe4358b611eeb842
